Date,Region,Product,Quantity,UnitPrice,CustomerSegment,Category,Sales,Profit,Year,Month,YearMonth
2022-02-23,West,Epsilon,3,501.07,Corporate,Furniture,1503.21,144.59,2022,2,2022-02-01
2022-02-23,West,Epsilon,4,431.74,Corporate,Furniture,1726.96,57.6,2022,2,2022-02-01
2022-02-24,West,Epsilon,5,691.98,Consumer,Furniture,3459.9,336.25,2022,2,2022-02-01
2022-02-24,West,Gamma,3,208.26,Corporate,Office Supplies,624.78,65.3,2022,2,2022-02-01
2022-02-24,West,Gamma,5,821.24,Consumer,Office Supplies,4106.2,710.71,2022,2,2022-02-01
2022-02-26,East,Delta,2,502.96,Corporate,Electronics,1005.92,245.83,2022,2,2022-02-01
2022-02-26,South,Delta,4,402.57,Corporate,Electronics,1610.28,355.44,2022,2,2022-02-01
2022-03-01,West,Delta,5,919.79,Consumer,Electronics,4598.95,875.17,2022,3,2022-03-01
2022-03-02,East,Gamma,3,634.76,Home Office,Office Supplies,1904.28,138.31,2022,3,2022-03-01
2022-03-04,North,Epsilon,5,412.34,Consumer,Furniture,2061.7,601.64,2022,3,2022-03-01
2022-03-05,West,Delta,4,178.73,Consumer,Electronics,714.92,39.32,2022,3,2022-03-01
2022-03-06,North,Delta,4,350.01,Consumer,Electronics,1400.04,430.49,2022,3,2022-03-01
2022-03-08,West,Epsilon,4,566.18,Corporate,Furniture,2264.72,781.31,2022,3,2022-03-01
2022-03-08,North,Epsilon,7,86.89,Consumer,Furniture,608.23,104.42,2022,3,2022-03-01
2022-03-11,North,Alpha,4,116.16,Consumer,Electronics,464.64,81.48,2022,3,2022-03-01
2022-03-11,South,Gamma,2,657.27,Corporate,Office Supplies,1314.54,370.23,2022,3,2022-03-01
2022-03-11,West,Delta,4,200.83,Home Office,Electronics,803.32,-1.89,2022,3,2022-03-01
2022-03-14,East,Delta,5,227.73,Consumer,Electronics,1138.65,316.04,2022,3,2022-03-01
2022-03-14,South,Delta,5,488.84,Consumer,Electronics,2444.2,797.02,2022,3,2022-03-01
2022-03-18,South,Beta,2,179.8,Corporate,Furniture,359.6,-21.78,2022,3,2022-03-01
2022-03-18,West,Alpha,4,670.93,Consumer,Electronics,2683.72,463.51,2022,3,2022-03-01
2022-03-18,North,Alpha,4,335.31,Consumer,Electronics,1341.24,116.77,2022,3,2022-03-01
2022-03-19,North,Epsilon,2,813.82,Home Office,Furniture,1627.64,465.33,2022,3,2022-03-01
2022-03-20,East,Epsilon,4,544.55,Consumer,Furniture,2178.2,349.69,2022,3,2022-03-01
2022-03-21,East,Epsilon,2,291.72,Consumer,Furniture,583.44,50.66,2022,3,2022-03-01
2022-03-21,West,Beta,5,798.38,Consumer,Furniture,3991.9,949.9,2022,3,2022-03-01
2022-03-21,East,Epsilon,3,542.46,Consumer,Furniture,1627.38,240.36,2022,3,2022-03-01
2022-03-23,West,Beta,6,579.01,Corporate,Furniture,3474.06,427.26,2022,3,2022-03-01
2022-03-24,East,Gamma,4,520.96,Corporate,Office Supplies,2083.84,544.07,2022,3,2022-03-01
2022-03-25,East,Alpha,3,130.83,Home Office,Electronics,392.49,77.15,2022,3,2022-03-01
2022-03-26,West,Delta,3,292.06,Consumer,Electronics,876.18,164.28,2022,3,2022-03-01
2022-03-28,South,Gamma,5,986.53,Consumer,Office Supplies,4932.65,1148.32,2022,3,2022-03-01
2022-03-29,South,Alpha,5,46.2,Corporate,Electronics,231.0,58.81,2022,3,2022-03-01
2022-03-29,South,Delta,4,996.03,Corporate,Electronics,3984.12,206.5,2022,3,2022-03-01
2022-03-29,North,Delta,5,222.84,Corporate,Electronics,1114.2,147.97,2022,3,2022-03-01
2022-03-30,North,Epsilon,2,829.39,Consumer,Furniture,1658.78,198.06,2022,3,2022-03-01
2022-03-31,South,Epsilon,4,401.2,Home Office,Furniture,1604.8,474.43,2022,3,2022-03-01
2022-03-31,West,Gamma,3,889.2,Consumer,Office Supplies,2667.6,295.56,2022,3,2022-03-01
2022-03-31,North,Epsilon,2,946.28,Corporate,Furniture,1892.56,274.71,2022,3,2022-03-01
2022-04-01,South,Epsilon,3,420.13,Consumer,Furniture,1260.39,298.52,2022,4,2022-04-01
2022-04-01,North,Gamma,8,19.46,Consumer,Office Supplies,155.68,-6.87,2022,4,2022-04-01
2022-04-02,South,Beta,4,18.02,Consumer,Furniture,72.08,16.48,2022,4,2022-04-01
2022-04-02,West,Beta,5,977.37,Corporate,Furniture,4886.85,1513.04,2022,4,2022-04-01
2022-04-04,West,Alpha,4,526.87,Corporate,Electronics,2107.48,105.49,2022,4,2022-04-01
2022-04-04,North,Alpha,9,873.8,Consumer,Electronics,7864.2,2225.78,2022,4,2022-04-01
2022-04-05,East,Gamma,3,876.9,Consumer,Office Supplies,2630.7,893.11,2022,4,2022-04-01
2022-04-05,North,Delta,4,507.51,Consumer,Electronics,2030.04,628.94,2022,4,2022-04-01
2022-04-05,South,Delta,4,962.66,Consumer,Electronics,3850.64,1242.11,2022,4,2022-04-01
2022-04-05,West,Delta,5,13.47,Consumer,Electronics,67.35,-16.97,2022,4,2022-04-01
2022-04-06,North,Beta,2,400.19,Home Office,Furniture,800.38,215.57,2022,4,2022-04-01
2022-04-09,North,Beta,5,401.71,Consumer,Furniture,2008.55,481.48,2022,4,2022-04-01
2022-04-11,West,Alpha,1,372.36,Consumer,Electronics,372.36,51.91,2022,4,2022-04-01
2022-04-12,North,Alpha,4,28.17,Consumer,Electronics,112.68,-4.7,2022,4,2022-04-01
2022-04-12,South,Beta,6,781.41,Corporate,Furniture,4688.46,529.67,2022,4,2022-04-01
2022-04-13,East,Alpha,5,478.8,Corporate,Electronics,2394.0,127.63,2022,4,2022-04-01
2022-04-14,South,Alpha,2,526.6,Consumer,Electronics,1053.2,48.32,2022,4,2022-04-01
2022-04-15,North,Delta,7,109.33,Consumer,Electronics,765.31,149.68,2022,4,2022-04-01
2022-04-16,North,Gamma,2,755.7,Corporate,Office Supplies,1511.4,298.19,2022,4,2022-04-01
2022-04-16,South,Delta,6,50.03,Home Office,Electronics,300.18,27.33,2022,4,2022-04-01
2022-04-16,West,Epsilon,5,498.37,Corporate,Furniture,2491.85,501.35,2022,4,2022-04-01
2022-04-18,North,Beta,7,120.49,Corporate,Furniture,843.43,100.16,2022,4,2022-04-01
2022-04-19,West,Gamma,4,464.84,Corporate,Office Supplies,1859.36,580.5,2022,4,2022-04-01
2022-04-19,South,Alpha,3,468.92,Home Office,Electronics,1406.76,386.07,2022,4,2022-04-01
2022-04-19,North,Alpha,4,224.98,Consumer,Electronics,899.92,183.38,2022,4,2022-04-01
2022-04-20,South,Delta,3,431.84,Consumer,Electronics,1295.52,253.11,2022,4,2022-04-01
2022-04-20,East,Gamma,3,649.55,Consumer,Office Supplies,1948.65,481.63,2022,4,2022-04-01
2022-04-21,South,Beta,6,415.4,Corporate,Furniture,2492.4,393.96,2022,4,2022-04-01
2022-04-21,South,Gamma,6,178.02,Consumer,Office Supplies,1068.12,173.23,2022,4,2022-04-01
2022-04-21,East,Gamma,3,298.81,Corporate,Office Supplies,896.43,219.22,2022,4,2022-04-01
2022-04-22,East,Beta,2,863.65,Consumer,Furniture,1727.3,237.98,2022,4,2022-04-01
2022-04-22,North,Delta,2,772.33,Corporate,Electronics,1544.66,263.33,2022,4,2022-04-01
2022-04-23,West,Delta,4,29.11,Corporate,Electronics,116.44,-12.11,2022,4,2022-04-01
2022-04-23,East,Epsilon,4,718.33,Corporate,Furniture,2873.32,27.69,2022,4,2022-04-01
2022-04-27,West,Epsilon,5,461.95,Corporate,Furniture,2309.75,706.26,2022,4,2022-04-01
2022-04-29,East,Epsilon,6,882.44,Home Office,Furniture,5294.64,533.19,2022,4,2022-04-01
2022-04-30,West,Delta,1,414.18,Consumer,Electronics,414.18,47.34,2022,4,2022-04-01
2022-04-30,North,Gamma,5,704.84,Consumer,Office Supplies,3524.2,1080.92,2022,4,2022-04-01
2022-05-03,East,Epsilon,4,219.41,Home Office,Furniture,877.64,114.01,2022,5,2022-05-01
2022-05-03,South,Beta,5,193.31,Consumer,Furniture,966.55,145.77,2022,5,2022-05-01
2022-05-04,West,Delta,2,835.27,Consumer,Electronics,1670.54,559.66,2022,5,2022-05-01
2022-05-04,South,Gamma,2,759.91,Consumer,Office Supplies,1519.82,217.71,2022,5,2022-05-01
2022-05-05,North,Delta,2,837.01,Consumer,Electronics,1674.02,70.15,2022,5,2022-05-01
2022-05-06,South,Delta,4,704.48,Home Office,Electronics,2817.92,386.64,2022,5,2022-05-01
2022-05-07,West,Gamma,5,557.41,Consumer,Office Supplies,2787.05,489.17,2022,5,2022-05-01
2022-05-07,South,Alpha,3,933.3,Consumer,Electronics,2799.9,545.31,2022,5,2022-05-01
2022-05-08,South,Beta,4,430.19,Consumer,Furniture,1720.76,108.4,2022,5,2022-05-01
2022-05-08,South,Epsilon,4,366.46,Home Office,Furniture,1465.84,216.75,2022,5,2022-05-01
2022-05-09,West,Alpha,6,894.27,Consumer,Electronics,5365.62,1782.5,2022,5,2022-05-01
2022-05-12,North,Alpha,4,856.86,Corporate,Electronics,3427.44,529.4,2022,5,2022-05-01
2022-05-12,West,Beta,1,860.06,Consumer,Furniture,860.06,192.23,2022,5,2022-05-01
2022-05-12,South,Alpha,4,694.01,Corporate,Electronics,2776.04,711.03,2022,5,2022-05-01
2022-05-14,West,Alpha,4,29.04,Home Office,Electronics,116.16,34.67,2022,5,2022-05-01
2022-05-15,West,Alpha,6,434.76,Consumer,Electronics,2608.56,525.83,2022,5,2022-05-01
2022-05-16,East,Delta,3,439.39,Consumer,Electronics,1318.17,368.66,2022,5,2022-05-01
2022-05-17,West,Delta,4,11.4,Corporate,Electronics,45.6,-25.1,2022,5,2022-05-01
2022-05-17,East,Delta,2,103.28,Home Office,Electronics,206.56,17.35,2022,5,2022-05-01
2022-05-18,West,Alpha,3,42.16,Corporate,Electronics,126.48,38.03,2022,5,2022-05-01
2022-05-18,West,Delta,1,394.48,Consumer,Electronics,394.48,4.36,2022,5,2022-05-01
2022-05-18,North,Delta,2,915.55,Consumer,Electronics,1831.1,467.87,2022,5,2022-05-01
2022-05-19,South,Beta,2,181.39,Home Office,Furniture,362.78,-3.11,2022,5,2022-05-01
2022-05-19,East,Gamma,5,738.69,Home Office,Office Supplies,3693.45,649.21,2022,5,2022-05-01
2022-05-20,South,Beta,8,559.46,Consumer,Furniture,4475.68,309.37,2022,5,2022-05-01
2022-05-21,North,Beta,2,499.96,Consumer,Furniture,999.92,241.06,2022,5,2022-05-01
2022-05-24,East,Gamma,4,372.79,Corporate,Office Supplies,1491.16,356.66,2022,5,2022-05-01
2022-05-25,West,Epsilon,2,841.23,Consumer,Furniture,1682.46,343.25,2022,5,2022-05-01
2022-05-26,East,Beta,3,234.5,Consumer,Furniture,703.5,149.22,2022,5,2022-05-01
2022-05-26,South,Alpha,5,765.39,Consumer,Electronics,3826.95,1218.61,2022,5,2022-05-01
2022-05-26,North,Gamma,3,628.09,Consumer,Office Supplies,1884.27,473.42,2022,5,2022-05-01
2022-05-27,South,Delta,3,575.7,Consumer,Electronics,1727.1,364.38,2022,5,2022-05-01
2022-05-28,South,Beta,6,735.87,Consumer,Furniture,4415.22,365.22,2022,5,2022-05-01
2022-05-28,West,Delta,2,212.22,Home Office,Electronics,424.44,-0.95,2022,5,2022-05-01
2022-05-29,South,Alpha,5,808.15,Consumer,Electronics,4040.75,856.86,2022,5,2022-05-01
2022-05-30,West,Delta,6,633.88,Consumer,Electronics,3803.28,1148.17,2022,5,2022-05-01
2022-05-31,East,Beta,3,525.42,Corporate,Furniture,1576.26,26.59,2022,5,2022-05-01
2022-05-31,South,Delta,5,390.5,Consumer,Electronics,1952.5,485.95,2022,5,2022-05-01
2022-05-31,East,Epsilon,3,131.51,Home Office,Furniture,394.53,90.0,2022,5,2022-05-01
2022-05-31,North,Gamma,2,791.49,Consumer,Office Supplies,1582.98,77.02,2022,5,2022-05-01
2022-06-01,West,Epsilon,6,889.3,Home Office,Furniture,5335.8,1303.97,2022,6,2022-06-01
2022-06-02,West,Epsilon,3,180.73,Consumer,Furniture,542.19,102.26,2022,6,2022-06-01
2022-06-02,North,Beta,3,947.4,Home Office,Furniture,2842.2,141.59,2022,6,2022-06-01
2022-06-04,West,Beta,3,361.02,Corporate,Furniture,1083.06,324.68,2022,6,2022-06-01
2022-06-05,South,Beta,3,892.14,Consumer,Furniture,2676.42,454.77,2022,6,2022-06-01
2022-06-05,South,Gamma,5,541.96,Consumer,Office Supplies,2709.8,112.98,2022,6,2022-06-01
2022-06-05,East,Beta,4,657.63,Consumer,Furniture,2630.52,50.24,2022,6,2022-06-01
2022-06-05,North,Delta,4,180.12,Home Office,Electronics,720.48,134.31,2022,6,2022-06-01
2022-06-06,South,Beta,2,693.09,Corporate,Furniture,1386.18,467.85,2022,6,2022-06-01
2022-06-08,East,Beta,5,709.46,Corporate,Furniture,3547.3,881.47,2022,6,2022-06-01
2022-06-08,North,Epsilon,5,377.4,Consumer,Furniture,1887.0,614.65,2022,6,2022-06-01
2022-06-08,South,Delta,4,298.74,Home Office,Electronics,1194.96,105.64,2022,6,2022-06-01
2022-06-09,South,Alpha,5,112.27,Corporate,Electronics,561.35,96.94,2022,6,2022-06-01
2022-06-09,South,Delta,1,200.65,Consumer,Electronics,200.65,8.11,2022,6,2022-06-01
2022-06-10,East,Alpha,3,511.49,Consumer,Electronics,1534.47,393.05,2022,6,2022-06-01
2022-06-10,West,Gamma,6,139.7,Corporate,Office Supplies,838.2,84.43,2022,6,2022-06-01
2022-06-10,North,Alpha,4,428.13,Corporate,Electronics,1712.52,227.3,2022,6,2022-06-01
2022-06-10,North,Gamma,3,833.22,Consumer,Office Supplies,2499.66,384.69,2022,6,2022-06-01
2022-06-11,West,Alpha,6,679.97,Corporate,Electronics,4079.82,1308.78,2022,6,2022-06-01
2022-06-14,West,Gamma,6,168.53,Consumer,Office Supplies,1011.18,207.74,2022,6,2022-06-01
2022-06-16,East,Gamma,5,32.46,Consumer,Office Supplies,162.3,-37.75,2022,6,2022-06-01
2022-06-16,South,Delta,1,765.75,Consumer,Electronics,765.75,92.52,2022,6,2022-06-01
2022-06-18,South,Delta,2,478.79,Consumer,Electronics,957.58,60.82,2022,6,2022-06-01
2022-06-19,North,Alpha,6,781.1,Corporate,Electronics,4686.6,1382.76,2022,6,2022-06-01
2022-06-21,South,Gamma,5,986.1,Consumer,Office Supplies,4930.5,1273.01,2022,6,2022-06-01
2022-06-21,South,Alpha,4,621.86,Home Office,Electronics,2487.44,439.13,2022,6,2022-06-01
2022-06-22,South,Gamma,3,194.69,Consumer,Office Supplies,584.07,150.47,2022,6,2022-06-01
2022-06-24,North,Epsilon,4,646.38,Corporate,Furniture,2585.52,624.17,2022,6,2022-06-01
2022-06-25,South,Beta,2,698.02,Corporate,Furniture,1396.04,232.08,2022,6,2022-06-01
2022-06-26,South,Alpha,5,65.28,Corporate,Electronics,326.4,-0.68,2022,6,2022-06-01
2022-06-27,South,Delta,4,922.63,Home Office,Electronics,3690.52,538.63,2022,6,2022-06-01
2022-06-30,South,Gamma,4,548.81,Home Office,Office Supplies,2195.24,157.72,2022,6,2022-06-01
2022-06-30,East,Epsilon,6,19.15,Consumer,Furniture,114.9,-41.33,2022,6,2022-06-01
2022-06-30,North,Alpha,4,411.47,Home Office,Electronics,1645.88,466.44,2022,6,2022-06-01
2022-07-01,East,Gamma,4,671.55,Corporate,Office Supplies,2686.2,711.33,2022,7,2022-07-01
2022-07-02,East,Gamma,5,238.51,Consumer,Office Supplies,1192.55,166.8,2022,7,2022-07-01
2022-07-03,North,Gamma,5,751.78,Corporate,Office Supplies,3758.9,245.51,2022,7,2022-07-01
2022-07-04,West,Epsilon,8,772.78,Consumer,Furniture,6182.24,269.59,2022,7,2022-07-01
2022-07-04,West,Gamma,3,357.2,Consumer,Office Supplies,1071.6,258.03,2022,7,2022-07-01
2022-07-05,West,Beta,4,304.33,Consumer,Furniture,1217.32,294.6,2022,7,2022-07-01
2022-07-05,West,Delta,2,880.2,Consumer,Electronics,1760.4,336.79,2022,7,2022-07-01
2022-07-06,North,Epsilon,6,364.57,Corporate,Furniture,2187.42,558.53,2022,7,2022-07-01
2022-07-07,North,Beta,6,675.27,Corporate,Furniture,4051.62,132.19,2022,7,2022-07-01
2022-07-07,East,Alpha,3,398.21,Consumer,Electronics,1194.63,272.78,2022,7,2022-07-01
2022-07-08,South,Gamma,2,272.82,Consumer,Office Supplies,545.64,31.27,2022,7,2022-07-01
2022-07-11,North,Gamma,2,98.13,Corporate,Office Supplies,196.26,-37.64,2022,7,2022-07-01
2022-07-11,South,Gamma,6,560.15,Consumer,Office Supplies,3360.9,913.39,2022,7,2022-07-01
2022-07-11,East,Gamma,2,172.47,Consumer,Office Supplies,344.94,58.87,2022,7,2022-07-01
2022-07-13,South,Beta,2,159.23,Consumer,Furniture,318.46,69.5,2022,7,2022-07-01
2022-07-14,South,Gamma,6,611.28,Consumer,Office Supplies,3667.68,804.52,2022,7,2022-07-01
2022-07-15,West,Alpha,3,834.16,Consumer,Electronics,2502.48,397.43,2022,7,2022-07-01
2022-07-17,South,Gamma,7,711.53,Corporate,Office Supplies,4980.71,1122.59,2022,7,2022-07-01
2022-07-17,South,Alpha,3,584.95,Corporate,Electronics,1754.85,462.23,2022,7,2022-07-01
2022-07-18,South,Alpha,2,528.87,Consumer,Electronics,1057.74,138.39,2022,7,2022-07-01
2022-07-18,North,Beta,4,280.19,Corporate,Furniture,1120.76,166.38,2022,7,2022-07-01
2022-07-18,East,Epsilon,5,569.2,Consumer,Furniture,2846.0,339.49,2022,7,2022-07-01
2022-07-19,East,Alpha,4,523.22,Corporate,Electronics,2092.88,366.6,2022,7,2022-07-01
2022-07-20,North,Delta,6,965.97,Corporate,Electronics,5795.82,810.78,2022,7,2022-07-01
2022-07-20,North,Gamma,5,330.61,Consumer,Office Supplies,1653.05,291.55,2022,7,2022-07-01
2022-07-21,North,Alpha,3,310.44,Consumer,Electronics,931.32,17.04,2022,7,2022-07-01
2022-07-23,South,Delta,3,289.22,Corporate,Electronics,867.66,261.61,2022,7,2022-07-01
2022-07-24,South,Beta,5,276.22,Corporate,Furniture,1381.1,441.82,2022,7,2022-07-01
2022-07-24,South,Delta,2,227.73,Corporate,Electronics,455.46,93.11,2022,7,2022-07-01
2022-07-24,East,Delta,4,529.46,Home Office,Electronics,2117.84,152.03,2022,7,2022-07-01
2022-07-24,North,Gamma,6,362.99,Consumer,Office Supplies,2177.94,29.4,2022,7,2022-07-01
2022-07-25,East,Beta,3,98.8,Consumer,Furniture,296.4,-1.36,2022,7,2022-07-01
2022-07-26,West,Beta,7,702.25,Consumer,Furniture,4915.75,1396.77,2022,7,2022-07-01
2022-07-28,West,Alpha,2,291.01,Consumer,Electronics,582.02,135.68,2022,7,2022-07-01
2022-07-28,West,Gamma,2,254.0,Consumer,Office Supplies,508.0,75.18,2022,7,2022-07-01
2022-07-29,West,Gamma,3,358.01,Home Office,Office Supplies,1074.03,155.18,2022,7,2022-07-01
2022-07-29,East,Alpha,3,752.89,Home Office,Electronics,2258.67,648.9,2022,7,2022-07-01
2022-07-29,South,Delta,4,422.5,Consumer,Electronics,1690.0,111.28,2022,7,2022-07-01
2022-07-31,West,Alpha,6,863.63,Consumer,Electronics,5181.78,842.04,2022,7,2022-07-01
2022-08-01,East,Epsilon,2,907.67,Corporate,Furniture,1815.34,523.51,2022,8,2022-08-01
2022-08-01,West,Epsilon,3,890.82,Consumer,Furniture,2672.46,683.42,2022,8,2022-08-01
2022-08-01,South,Gamma,4,90.06,Corporate,Office Supplies,360.24,-8.74,2022,8,2022-08-01
2022-08-02,South,Beta,3,912.62,Consumer,Furniture,2737.86,948.26,2022,8,2022-08-01
2022-08-02,East,Gamma,7,33.57,Consumer,Office Supplies,234.99,56.05,2022,8,2022-08-01
2022-08-03,East,Alpha,4,247.07,Consumer,Electronics,988.28,294.81,2022,8,2022-08-01
2022-08-04,West,Epsilon,2,890.1,Corporate,Furniture,1780.2,465.47,2022,8,2022-08-01
2022-08-07,East,Beta,4,991.49,Consumer,Furniture,3965.96,1046.96,2022,8,2022-08-01
2022-08-08,North,Gamma,4,82.65,Consumer,Office Supplies,330.6,23.38,2022,8,2022-08-01
2022-08-09,East,Alpha,4,697.08,Consumer,Electronics,2788.32,682.73,2022,8,2022-08-01
2022-08-10,North,Beta,6,178.53,Consumer,Furniture,1071.18,34.98,2022,8,2022-08-01
2022-08-11,South,Alpha,5,525.2,Corporate,Electronics,2626.0,146.14,2022,8,2022-08-01
2022-08-11,North,Epsilon,5,869.78,Home Office,Furniture,4348.9,1207.63,2022,8,2022-08-01
2022-08-11,South,Alpha,6,653.29,Corporate,Electronics,3919.74,306.3,2022,8,2022-08-01
2022-08-11,North,Delta,2,890.25,Corporate,Electronics,1780.5,609.69,2022,8,2022-08-01
2022-08-12,East,Alpha,3,540.58,Corporate,Electronics,1621.74,426.87,2022,8,2022-08-01
2022-08-12,South,Alpha,4,777.1,Corporate,Electronics,3108.4,723.12,2022,8,2022-08-01
2022-08-13,East,Gamma,4,877.53,Consumer,Office Supplies,3510.12,1123.85,2022,8,2022-08-01
2022-08-14,West,Delta,4,258.6,Corporate,Electronics,1034.4,285.53,2022,8,2022-08-01
2022-08-15,North,Epsilon,4,837.45,Consumer,Furniture,3349.8,369.96,2022,8,2022-08-01
2022-08-16,South,Beta,4,954.04,Consumer,Furniture,3816.16,338.41,2022,8,2022-08-01
2022-08-16,North,Delta,5,417.4,Consumer,Electronics,2087.0,375.23,2022,8,2022-08-01
2022-08-16,East,Gamma,5,830.04,Corporate,Office Supplies,4150.2,452.78,2022,8,2022-08-01
2022-08-17,South,Delta,5,443.42,Home Office,Electronics,2217.1,475.67,2022,8,2022-08-01
2022-08-18,South,Delta,2,260.97,Corporate,Electronics,521.94,12.85,2022,8,2022-08-01
2022-08-19,West,Beta,4,711.86,Home Office,Furniture,2847.44,902.11,2022,8,2022-08-01
2022-08-21,South,Delta,4,816.65,Consumer,Electronics,3266.6,734.38,2022,8,2022-08-01
2022-08-24,West,Gamma,4,909.05,Consumer,Office Supplies,3636.2,49.17,2022,8,2022-08-01
2022-08-24,South,Alpha,3,111.78,Consumer,Electronics,335.34,-37.09,2022,8,2022-08-01
2022-08-27,South,Beta,2,21.51,Consumer,Furniture,43.02,10.67,2022,8,2022-08-01
2022-08-27,West,Delta,6,750.29,Corporate,Electronics,4501.74,655.67,2022,8,2022-08-01
2022-08-28,South,Gamma,4,755.34,Consumer,Office Supplies,3021.36,97.11,2022,8,2022-08-01
2022-08-30,West,Gamma,3,773.83,Home Office,Office Supplies,2321.49,316.46,2022,8,2022-08-01
2022-08-30,East,Epsilon,5,726.51,Consumer,Furniture,3632.55,733.9,2022,8,2022-08-01
2022-08-31,East,Delta,2,820.64,Consumer,Electronics,1641.28,19.84,2022,8,2022-08-01
2022-09-01,West,Epsilon,6,597.17,Consumer,Furniture,3583.02,798.58,2022,9,2022-09-01
2022-09-02,South,Beta,4,212.4,Consumer,Furniture,849.6,124.47,2022,9,2022-09-01
2022-09-02,North,Epsilon,2,79.01,Home Office,Furniture,158.02,-39.09,2022,9,2022-09-01
2022-09-05,South,Delta,6,205.61,Corporate,Electronics,1233.66,279.39,2022,9,2022-09-01
2022-09-05,North,Delta,2,673.24,Corporate,Electronics,1346.48,119.1,2022,9,2022-09-01
2022-09-05,West,Epsilon,4,368.03,Consumer,Furniture,1472.12,421.7,2022,9,2022-09-01
2022-09-07,West,Alpha,2,736.77,Home Office,Electronics,1473.54,95.43,2022,9,2022-09-01
2022-09-08,South,Beta,3,430.09,Consumer,Furniture,1290.27,246.73,2022,9,2022-09-01
2022-09-09,South,Alpha,6,242.6,Corporate,Electronics,1455.6,482.46,2022,9,2022-09-01
2022-09-12,South,Alpha,3,542.96,Consumer,Electronics,1628.88,37.94,2022,9,2022-09-01
2022-09-15,South,Epsilon,4,463.05,Consumer,Furniture,1852.2,321.08,2022,9,2022-09-01
2022-09-15,South,Gamma,3,471.53,Consumer,Office Supplies,1414.59,366.99,2022,9,2022-09-01
2022-09-16,East,Gamma,2,726.77,Consumer,Office Supplies,1453.54,325.09,2022,9,2022-09-01
2022-09-16,North,Epsilon,4,959.32,Corporate,Furniture,3837.28,292.62,2022,9,2022-09-01
2022-09-16,West,Epsilon,3,600.77,Corporate,Furniture,1802.31,84.91,2022,9,2022-09-01
2022-09-17,South,Delta,8,404.67,Corporate,Electronics,3237.36,273.4,2022,9,2022-09-01
2022-09-18,North,Alpha,3,356.16,Corporate,Electronics,1068.48,217.02,2022,9,2022-09-01
2022-09-19,West,Delta,4,390.56,Consumer,Electronics,1562.24,410.36,2022,9,2022-09-01
2022-09-20,West,Alpha,2,678.39,Home Office,Electronics,1356.78,361.52,2022,9,2022-09-01
2022-09-20,East,Beta,2,530.37,Corporate,Furniture,1060.74,222.8,2022,9,2022-09-01
2022-09-21,North,Beta,4,791.25,Consumer,Furniture,3165.0,643.48,2022,9,2022-09-01
2022-09-24,North,Epsilon,3,732.39,Consumer,Furniture,2197.17,438.43,2022,9,2022-09-01
2022-09-25,South,Epsilon,2,230.78,Corporate,Furniture,461.56,97.82,2022,9,2022-09-01
2022-09-26,West,Alpha,4,761.4,Home Office,Electronics,3045.6,212.19,2022,9,2022-09-01
2022-09-26,East,Epsilon,5,585.57,Home Office,Furniture,2927.85,638.54,2022,9,2022-09-01
2022-09-26,West,Beta,3,259.24,Home Office,Furniture,777.72,219.74,2022,9,2022-09-01
2022-09-26,West,Alpha,1,58.35,Corporate,Electronics,58.35,-14.56,2022,9,2022-09-01
2022-09-26,North,Gamma,2,169.11,Consumer,Office Supplies,338.22,90.41,2022,9,2022-09-01
2022-09-27,South,Gamma,2,191.73,Corporate,Office Supplies,383.46,22.51,2022,9,2022-09-01
2022-09-27,East,Delta,1,811.19,Corporate,Electronics,811.19,194.09,2022,9,2022-09-01
2022-09-28,East,Delta,4,847.52,Consumer,Electronics,3390.08,1175.35,2022,9,2022-09-01
2022-09-29,North,Delta,6,84.72,Corporate,Electronics,508.32,48.32,2022,9,2022-09-01
2022-10-01,North,Gamma,6,401.69,Corporate,Office Supplies,2410.14,373.19,2022,10,2022-10-01
2022-10-02,North,Epsilon,4,731.94,Consumer,Furniture,2927.76,224.77,2022,10,2022-10-01
2022-10-02,South,Gamma,2,244.56,Consumer,Office Supplies,489.12,18.34,2022,10,2022-10-01
2022-10-03,South,Gamma,3,55.47,Consumer,Office Supplies,166.41,25.0,2022,10,2022-10-01
2022-10-04,North,Epsilon,6,14.24,Consumer,Furniture,85.44,18.87,2022,10,2022-10-01
2022-10-05,North,Alpha,5,605.36,Corporate,Electronics,3026.8,612.29,2022,10,2022-10-01
2022-10-07,East,Delta,4,401.98,Consumer,Electronics,1607.92,111.34,2022,10,2022-10-01
2022-10-08,North,Alpha,3,657.03,Corporate,Electronics,1971.09,429.33,2022,10,2022-10-01
2022-10-08,East,Gamma,3,739.13,Corporate,Office Supplies,2217.39,625.22,2022,10,2022-10-01
2022-10-08,West,Alpha,5,336.43,Corporate,Electronics,1682.15,213.64,2022,10,2022-10-01
2022-10-09,North,Beta,9,730.58,Corporate,Furniture,6575.22,1555.23,2022,10,2022-10-01
2022-10-10,East,Delta,5,829.4,Consumer,Electronics,4147.0,886.03,2022,10,2022-10-01
2022-10-11,East,Epsilon,6,547.02,Home Office,Furniture,3282.12,371.5,2022,10,2022-10-01
2022-10-15,North,Delta,5,769.04,Corporate,Electronics,3845.2,980.29,2022,10,2022-10-01
2022-10-16,East,Gamma,6,218.77,Consumer,Office Supplies,1312.62,234.37,2022,10,2022-10-01
2022-10-16,West,Alpha,1,662.54,Consumer,Electronics,662.54,112.26,2022,10,2022-10-01
